id,name,type,location,address,tel,business_area,gcj_x,gcj_y,wgs_x,wgs_y
B0IA3MQTZS,原乡私厨饺子(滚绣坊店),餐饮服务;中餐厅;特色/地方风味餐厅,"120.629984,31.298853",滚绣坊21号,18626271366,南门,120.629984,31.298853,120.62580125185097,31.30102387692589
B0200060YN,南园包子(南林苑店),餐饮服务;中餐厅;中餐厅,"120.629206,31.298669",双塔街道南平巷5号南林苑,0512-65240717,南门,120.629206,31.298669,120.62502409198238,31.300840801306425
B0J05CWCL8,KACHI韩食.Bistro,餐饮服务;外国餐厅;韩国料理,"120.630175,31.298545",十全街667-669之间,19962803187,南门,120.630175,31.298545,120.6259920706626,31.30071578503443
B0FFHCUIUK,桥头排骨(十全街店),餐饮服务;餐饮相关场所;餐饮相关,"120.629273,31.298672",十全街710号,13915574780;15062438306,南门,120.629273,31.298672,120.62509102163749,31.300843727515247
B0200164JT,世纪烤王,餐饮服务;快餐厅;快餐厅,"120.628517,31.298385",十全街753号(近钱塘茶人),0512-65207409,南门,120.628517,31.298385,120.62433582543069,31.300557650456604
B0LRY7WHPV,述江南(十全街店),餐饮服务;中餐厅;中餐厅,"120.630346,31.298599",十全街667号,[],南门,120.630346,31.298599,120.62616288034904,31.300769572787825
B0LDD7IV8J,野人先生现做冰淇淋(苏州十全街店),餐饮服务;冷饮店;冷饮店,"120.630329,31.298791",十全街678号,13801788875,南门,120.630329,31.298791,120.62614588324072,31.300961516746764
B02000HXRW,同得兴面馆Since·1995(十全街店),餐饮服务;中餐厅;中餐厅,"120.631795,31.298859",十全街624号,0512-65165206;15716201047;18896784878,凤凰街,120.631795,31.298859,120.62761023750674,31.301027813404893
B0L2Y5V0CV,呷虎餐厅·Bistro,餐饮服务;中餐厅;中餐厅,"120.630275,31.298558",十全街669号,18020229771,南门,120.630275,31.298558,120.626091961023,31.300728668297932
B0JALB4TL0,fufuland,餐饮服务;餐饮相关场所;餐饮相关,"120.628572,31.298643",十全街744号,15371891759,南门,120.628572,31.298643,120.62439074842342,31.300815491184128
B0LD9MXXAB,KieKie Orange,餐饮服务;冷饮店;冷饮店,"120.629168,31.298667",十全街720号,18912777854,南门,120.629168,31.298667,120.62498613182312,31.300838843208204
B0KDM7CW24,老苏州茶酒楼,餐饮服务;中餐厅;综合酒楼,"120.630649,31.298798",十全街658号,0512-65809177,南门,120.630649,31.298798,120.62646553185878,31.300968153958696
B0JDRN7OTA,九十叶·抹茶专门店(十全街),餐饮服务;餐饮相关场所;餐饮相关,"120.628600,31.298655",十全街742号九十叶,13105536267;18020275379,南门,120.6286,31.298655,120.6244187188938,31.300827456757588
B0I0NZ8KU5,Mi Casa西班牙小厨(南林苑店),餐饮服务;外国餐厅;地中海风格菜品,"120.629142,31.298671",十全街722号,18013673586,南门,120.629142,31.298671,120.62496015861156,31.30084286975046
B0HB6RL6K3,南园宾馆·宴杨楼·苏式面馆,餐饮服务;餐饮相关场所;餐饮相关,"120.630711,31.298594",十全街655号,13915563036,南门,120.630711,31.298594,120.62652748004191,31.3007641635888
B0IDSCLNYG,WAVA DINER·Restaurant&Pizza,餐饮服务;快餐厅;快餐厅,"120.630122,31.298541",十全街669号,18168993027,南门,120.630122,31.298541,120.62593912837472,31.30071184564087
B0GRD5IPKH,破立咖啡酒业商行,餐饮服务;咖啡厅;咖啡厅,"120.630281,31.301833",十梓街381号,18051090368,凤凰街,120.630281,31.301833,120.62609768765407,31.30400238612553
B0FFGWLX4Z,苏缘家常饭(燕家巷18号小区店),餐饮服务;中餐厅;中餐厅,"120.627450,31.297952",乌鹊桥路145号(三元坊地铁站1号西南口步行490米),13222200950,南门,120.62745,31.297952,120.6232699223207,31.300125931238348
B0FFHMD9PV,星巴克(苏州十全街店),餐饮服务;咖啡厅;星巴克咖啡,"120.631544,31.298674",十全街625号,0512-65293534,凤凰街,120.631544,31.298674,120.62735953937283,31.300843177747378
B0FFHOJ9QS,哇哇叫干锅火锅(十全街店),餐饮服务;中餐厅;火锅店,"120.629790,31.298537",十全街699号,0512-65723177,南门,120.62979,31.298537,120.62560748562535,31.30070821494354
B0FFICBU3R,标题咖啡title coffee(南林苑店),餐饮服务;咖啡厅;咖啡厅,"120.627280,31.300248",平桥直街74号(平直小学往南70米),13771894778;15250008991;18136080550,南门,120.62728,31.300248,120.62309990010571,31.302421207789852
B0LU9RCUI9,美味德肠,餐饮服务;中餐厅;中餐厅,"120.630787,31.298656",十全街657号,13961788566,南门,120.630787,31.298656,120.6266033908913,31.300826053180767
B0KR4SUYSI,KaKeChips薯站(十全街店),餐饮服务;餐饮相关场所;餐饮相关,"120.628258,31.298612",十全街768号,[],南门,120.628258,31.298612,120.62407706894305,31.300784834929214
B0KKAAFXZF,宝树世家甜品店,餐饮服务;餐饮相关场所;餐饮相关,"120.628790,31.298614",十全街738号,[],南门,120.62879,31.298614,120.62460852764214,31.300786270334683
B0J2GHG2YK,小南风·绍兴厨房,地名地址信息;普通地名;村庄级地名|餐饮服务;中餐厅;中餐厅,"120.628464,31.298456",十全街757号2-3楼,18962347758,南门,120.628464,31.298456,120.62428287348528,31.30062867877959
B0FFJITO0X,万泰兴面馆(十全街店),餐饮服务;中餐厅;中餐厅,"120.630376,31.298747",十全街670号,0512-65293336,南门,120.630376,31.298747,120.62619283555448,31.300917481277605
B0LDSH2T08,四月小厨,餐饮服务;中餐厅;中餐厅,"120.628797,31.301827",十梓街420号,13776079496,双塔,120.628797,31.301827,120.6246152586974,31.303998011617963
B0FFI780SN,麻雀咖啡SPARROW COFFEE,餐饮服务;咖啡厅;咖啡厅,"120.629958,31.298428",十全街683号(五龙堂巷子口旁),17887200501;18506224607,南门,120.629958,31.298428,120.62577531444364,31.30059907196509
B0I02SIJPX,1点点(十全街店),餐饮服务;冷饮店;冷饮店,"120.629678,31.298493",十全街703号(南林饭店对面),0512-65269757,南门,120.629678,31.298493,120.62549560862305,31.300664355392875
B0GUVZUK3X,苏祥兴·蟹天蟹地·苏式面馆(十全街店),餐饮服务;中餐厅;中餐厅,"120.629257,31.298510",十全街723号,18673479189,南门,120.629257,31.29851,120.62507505159158,31.300681808241173
B0K0G9ZBNI,向阳花咖啡coffee(苏泉苑店),餐饮服务;咖啡厅;咖啡厅,"120.629630,31.298463",双塔街道十全街711号苏泉苑,13955009134,南门,120.62963,31.298463,120.62544766209,31.300634419819055
B0FFI7PFIU,多云转晴(公园路店),餐饮服务;甜品店;甜品店|购物服务;购物相关场所;购物相关场所,"120.629485,31.302315",公园路9号,13348015398,南门,120.629485,31.302315,120.62530250183036,31.304485079135397
B0LBPXONCH,luckin coffee 瑞幸咖啡(十全街店),餐饮服务;咖啡厅;咖啡厅,"120.631351,31.298809",南园宾馆北2门旁,[],凤凰街,120.631351,31.298809,120.62716674722597,31.3009783481184
B0FFFR2VJI,人鱼之泪(珍珠店),购物服务;专卖店;珠宝首饰工艺品|餐饮服务;餐饮相关场所;餐饮相关,"120.628471,31.298636",十全街740号,13914071099,南门,120.628471,31.298636,120.6242898517189,31.300808600953637
B0FFGYSONT,标记Jane's kitchen(平桥直街店),餐饮服务;中餐厅;广东菜(粤菜),"120.627282,31.298877",长洲街1-1号(平桥直街和十全街路口),0512-65234117;13771775817,南门,120.627282,31.298877,120.62310200984282,31.301050740633386
B0I2TZWN1D,红楼·CENE,体育休闲服务;娱乐场所;酒吧|餐饮服务;餐饮相关场所;餐饮相关,"120.631728,31.298915",十全街628号,0512-65094290;13625298607;18260138342,凤凰街,120.631728,31.298915,120.62754330973651,31.301083869661113
B0L6MUXI26,柴火咖啡,餐饮服务;咖啡厅;咖啡厅,"120.630392,31.302041",十梓街380号(望星桥苏大地铁站4号口步行420米),18915569623,南门,120.630392,31.302041,120.62620854968554,31.304210181170347
B0L3PRHSNA,ouo泰茶(苏州十全街店),餐饮服务;冷饮店;冷饮店,"120.628451,31.298632",十全街751号ouo泰茶,13812613289,南门,120.628451,31.298632,120.62426987233687,31.30080462367163
B0HRU5GECC,嚭嚭pipi,餐饮服务;餐饮相关场所;餐饮相关,"120.627783,31.298936",滚绣坊72号,15962613658,南门,120.627783,31.298936,120.62360251589548,31.301109203538594
B0FFKPHDOJ,凤橙水果商行,购物服务;综合市场;果品市场|餐饮服务;餐饮相关场所;餐饮相关,"120.632063,31.300623",凤凰街63号(凤凰农贸市场对面),13041888021;13063888026,凤凰街,120.632063,31.300623,120.62787778484129,31.302790811537076
B0FFHC3DQL,小钱钱藏书羊肉(乌鹊桥店),餐饮服务;中餐厅;中餐厅,"120.627584,31.298278",乌鹊桥路1-1号(三元坊地铁站3号东北口步行430米),13584845645,南门,120.627584,31.298278,120.62340376502657,31.30045166613199
B0L1UR400P,苔莯·特色贵州冰浆(十全街店),地名地址信息;普通地名;村庄级地名|餐饮服务;冷饮店;冷饮店,"120.631375,31.298811",十全街640号,16621730518,南门,120.631375,31.298811,120.62719071992713,31.300980319651575
B0FFLIWOFP,Multi Kitchen慢厨(平桥直街店),餐饮服务;餐饮相关场所;餐饮相关,"120.627361,31.299731",平桥直街46号,0512-65168542;18914070627,南门,120.627361,31.299731,120.62318086384649,31.301904326736647
B0FFGT1XTE,老鲨鱼披萨店,餐饮服务;外国餐厅;外国餐厅,"120.627356,31.298792",长洲路1号(全家超市北面),0512-65212680;18551108817;18662209795,南门,120.627356,31.298792,120.62317594517393,31.30096569847901
B0KK0K7VST,晟越六本木·天妇罗专门店(十全街店),餐饮服务;外国餐厅;日本料理,"120.628311,31.298645",十全街768号103室,[],南门,120.628311,31.298645,120.6241300128642,31.300817766281956
B0FFIR6168,茉沏(凤凰街店),餐饮服务;冷饮店;冷饮店,"120.632246,31.301699",凤凰街99号(辣府火锅旁),18151133369;18915633369,凤凰街,120.632246,31.301699,120.62806048461664,31.303866177870884
B0LU3A53V6,先先料理·Immortal Bistro,餐饮服务;外国餐厅;日本料理,"120.627329,31.299666",平桥直街40号,[],南门,120.627329,31.299666,120.62314890013444,31.30183938471252
B0K19CE82R,小吴子烙锅烤肉,餐饮服务;中餐厅;中餐厅,"120.628065,31.298769",南林苑南2门旁,13584267470,南门,120.628065,31.298769,120.62388424960251,31.300941975701207
B0FFK5Q9JV,馋佬沛,餐饮服务;中餐厅;中餐厅,"120.628220,31.298623",十全街776号,15862458580,南门,120.62822,31.298623,120.62403910625626,31.300795870532202
B0K1PS8EVW,西柚蛋糕甜品店,购物服务;服装鞋帽皮具店;服装鞋帽皮具店|餐饮服务;糕饼店;糕饼店,"120.630785,31.302114",十梓街366号(望星桥苏大地铁站4号口步行390米),18896786007,南门,120.630785,31.302114,120.626601111337,31.304282709423177
B0KRCSAKMJ,Reflow Coffee,餐饮服务;咖啡厅;咖啡厅,"120.627283,31.300112",平桥直街66号,18598251893,南门,120.627283,31.300112,120.62310290828555,31.302285257706217
B0J1G9E2EO,胡嘛嘛·特色里脊肉·台湾烤肠(十全街店),餐饮服务;快餐厅;快餐厅,"120.628357,31.298623",十全街768号一层,18112759928,南门,120.628357,31.298623,120.62417596822364,31.300795726431765
B0K16SVIBX,杳九·Rush not the Night,餐饮服务;餐饮相关场所;餐饮相关,"120.629009,31.301915",十梓街422号司法局正对面三层小洋楼,19962656966;19962868928,双塔,120.629009,31.301915,120.62482703260368,31.30408575011923
B0LGCDT23F,拾光茶社,餐饮服务;茶艺馆;茶艺馆,"120.627892,31.300552",醋库巷66号,15651100632,南门,120.627892,31.300552,120.62371127646483,31.302724460417178
B0LDAZGIM6,虹山屿甜品咖啡酒水,餐饮服务;餐饮相关场所;餐饮相关,"120.628962,31.301865",十梓街424(同484)号,13951103378,双塔,120.628962,31.301865,120.62478008536993,31.304035820041978
B0LANSXH4A,Pasta Dadas(十全街),餐饮服务;外国餐厅;外国餐厅,"120.631941,31.298871",十全街618号,18052426180,凤凰街,120.631941,31.298871,120.62775606858648,31.301039637932888
B0L26CF3S1,山止川行,餐饮服务;咖啡厅;咖啡厅,"120.631618,31.301867",十梓街327号1栋103室,17315221104,南门,120.631618,31.301867,120.62743319487348,31.304034848599283
B0L1G1COVO,姑苏楼上,餐饮服务;餐饮相关场所;餐饮相关,"120.627402,31.299358",平桥直街28号,18913692332,南门,120.627402,31.299358,120.62322185445511,31.30153143041095
B0KUCLZ4FE,小狸茶包(十全街店),餐饮服务;冷饮店;冷饮店,"120.627468,31.299240",平桥直接街16号(三元坊地铁站3号东北口步行500米),[],南门,120.627468,31.29924,120.62328779989518,31.30141340898408
B0KR5UUXB2,素人记素食餐厅,餐饮服务;餐饮相关场所;餐饮相关,"120.627704,31.298404",十全街797号(三元坊地铁站3号东北口步行430米),0512-67775111,南门,120.627704,31.298404,120.62352363704906,31.30057749322785
B0KD974BK0,有橘小馆JueJueRestaurant,餐饮服务;餐饮相关场所;餐饮相关,"120.627495,31.298937",平桥直街2-4号(三元坊地铁站3号东北口步行450米),15950012118,南门,120.627495,31.298937,120.62331479827081,31.301110499694378
B0K3YSAZ5E,阿婆绿豆汤(十全街二店),餐饮服务;中餐厅;中餐厅,"120.631886,31.298674",双塔街道十全街615号,0512-68266926,凤凰街,120.631886,31.298674,120.6277011480027,31.300842779371465
B0K1ODYL0E,余丰堂(十全街店),餐饮服务;餐饮相关场所;餐饮相关,"120.627650,31.298632",十全街806号(三元坊地铁站3号东北口步行400米),13489074528;18050112353,南门,120.62765,31.298632,120.62346967152392,31.300805459694214
B0K15AVJ9J,良泉,餐饮服务;咖啡厅;咖啡厅,"120.627739,31.298796",滚绣坊51号,15006230604,南门,120.627739,31.298796,120.62355857067428,31.300969303751984
B0JKCDFR8O,铭记啫啫煲·打边炉·夜宵(十全街店),餐饮服务;餐饮相关场所;餐饮相关,"120.627811,31.298408",十全街与乌鹊桥路交叉口东40米,[],南门,120.627811,31.298408,120.62363053125796,31.30058138105259
B0JDSZX2M6,竹稻食堂(十梓街店),餐饮服务;中餐厅;中餐厅,"120.627600,31.301698",十梓街480号4幢107室,13451558378,南门,120.6276,31.301698,120.62341947079133,31.303870316979246
B0J2LNTNZ1,清源小馆(十梓街店),餐饮服务;中餐厅;中餐厅,"120.628898,31.301848",十梓街426号,15962423429,双塔,120.628898,31.301848,120.62471615291558,31.30401889533505
B0J1KKY0QJ,MASA雄七台式居酒屋(十全街),餐饮服务;中餐厅;台湾菜,"120.627877,31.298624",十全街792号(三元坊地铁站3号东北口步行470米),13372176179,南门,120.627877,31.298624,120.6236964483749,31.300797228118913
B0I06LUSWG,La Nuit,餐饮服务;餐饮相关场所;餐饮相关,"120.627775,31.298475",十全街793号(三元坊地铁站3号东北口步行470米),18896993511,南门,120.627775,31.298475,120.62359456133726,31.30064839209112
B0HBX5R8LU,Monkey King泰式餐吧,餐饮服务;外国餐厅;泰国/越南菜品餐厅,"120.627780,31.298628",十全街802号2-3楼祥鑫鸡爪对面,15506213817,南门,120.62778,31.298628,120.62359954394275,31.300801327062228
B0HB1AFJ3W,聆香酒楼,餐饮服务;中餐厅;综合酒楼,"120.628819,31.301830",十梓街德味阁隔壁,0512-65226576;13401094679,双塔,120.628819,31.30183,120.62463723581942,31.30400098692853
B0H3LCM3DN,PenHouse,餐饮服务;中餐厅;中餐厅,"120.627903,31.298418",十全街785号(MonkeyKing对面乾苏2层),15501301090,南门,120.627903,31.298418,120.6237224393846,31.30059128172223
B0G22KRQGW,市丸,餐饮服务;外国餐厅;日本料理,"120.628231,31.298422",十全街与乌鹊桥路交叉口东80米,15050121116,南门,120.628231,31.298422,120.62405011157428,31.300594937627164
B0G0XAZ0GV,鹊里·茶弄(十全街店),餐饮服务;茶艺馆;茶艺馆,"120.627588,31.298937",平桥直街2号(三元坊地铁站3号东北口步行450米),18118458081,南门,120.627588,31.298937,120.6234077074367,31.30111040424544
B0FFLLKKKJ,祥鑫,餐饮服务;中餐厅;中餐厅,"120.627964,31.298442",十全街783号(三元坊地铁站3号东北口步行480米),17714066783,南门,120.627964,31.298442,120.6237833768611,31.300615208905082
B0FFLB07QK,等老板的面包(吏舍弄店),餐饮服务;糕饼店;糕饼店,"120.627280,31.299225",双塔街道平桥直街11号,13962152810;18118153580,南门,120.62728,31.299225,120.6230999834303,31.30139860670937
B0FFKQFFWM,黎里高记辣脚,餐饮服务;快餐厅;快餐厅,"120.628209,31.298518",十全街773号,13584872586;18151786069,南门,120.628209,31.298518,120.62402812585853,31.300690923150693
B0FFLOPWIT,晓南林,餐饮服务;中餐厅;中餐厅,"120.631577,31.298891",滚绣坊11号,13913580757,南门,120.631577,31.298891,120.62739248412448,31.301060054630415
B0K6TURPHR,浮瓜茶室(槐树巷店),餐饮服务;茶艺馆;茶艺馆,"120.629890,31.302085",十梓街与公园路交叉口二楼,15366242005,凤凰街,120.62989,31.302085,120.62570708950814,31.304254723218072
B0L3MRN8SE,排小悠(十全街店),餐饮服务;餐饮相关场所;餐饮相关,"120.628354,31.298623",十全街768号101,13862177007,南门,120.628354,31.298623,120.62417297125451,31.300795729594064
B0K3CHGQVF,pale,餐饮服务;咖啡厅;咖啡厅,"120.627657,31.301630",十梓街480号4幢106室,17751125560,南门,120.627657,31.30163,120.62347642045114,31.303802284683986
B0JKPSZ5YZ,keer cof可尔卡夫咖啡(公园路店),餐饮服务;咖啡厅;咖啡厅,"120.629670,31.302472",公园路26号,13566374450,双塔,120.62967,31.302472,120.62548729294983,31.304641815767543
B0IK5UU5J6,KU LULU 852 bistro 法餐小酒馆(十全街),体育休闲服务;娱乐场所;酒吧|餐饮服务;外国餐厅;外国餐厅,"120.627280,31.298611",十全街852号(三元坊地铁站3号东北口步行410米),18915732104,南门,120.62728,31.298611,120.62310003343978,31.30078484667815
B0H16DZFYC,小橙米稻煲仔饭,餐饮服务;中餐厅;中餐厅,"120.632225,31.298612",十金街661号顺伟大厦F1层,0512-68116689;18862101839,凤凰街,120.632225,31.298612,120.6280397606526,31.300780405055193
B0J0PY2NHI,味之斋东北菜手工饺子馆(苏州悦居商务宾馆店),餐饮服务;中餐厅;特色/地方风味餐厅,"120.632247,31.301554",凤凰街87号(望星桥苏大地铁站4号口步行310米),18202490345,凤凰街,120.632247,31.301554,120.6280614952695,31.30372123293671
B0LGFOT5Y6,楼下酸奶(苏州十全街店),餐饮服务;餐饮相关场所;餐饮相关,"120.628619,31.298486",十全街749号,18405220223,南门,120.628619,31.298486,120.62443771326741,31.300658502679195
B0LD9UY1IN,原谷·禾盛记·手工茶点(苏州首店),餐饮服务;中餐厅;中餐厅,"120.632262,31.301775",凤凰街99号,0512-62666777,凤凰街,120.632262,31.301775,120.62807645977915,31.303942129486177
B0K64MJ14B,粗盐咖啡,餐饮服务;咖啡厅;咖啡厅,"120.627611,31.298201",乌鹊桥路170号(三元坊地铁站3号东北口步行440米),13862413135,南门,120.627611,31.298201,120.62343074486436,31.30037466851884
B0H32S4LJG,Boozy·咖啡馆(十全店),体育休闲服务;娱乐场所;酒吧|餐饮服务;咖啡厅;咖啡厅,"120.627297,31.298434",十全街855号(三元坊地铁站3号东北口步行410米),18862212333,南门,120.627297,31.298434,120.62311703143081,31.300607898630098
B02000K4SM,鑫花溪牛肉粉(凤凰街店),餐饮服务;中餐厅;中餐厅,"120.632252,31.300913",凤凰街63号(望星桥苏大地铁站4号口步行380米),0512-65117839,南门,120.632252,31.300913,120.62806654168627,31.30308047595176
B0LA2Z4PMS,永民手作(苏州十全街店),餐饮服务;餐饮相关场所;餐饮相关,"120.632024,31.298903",十全街611号,18952448071,凤凰街,120.632024,31.298903,120.62783897013722,31.301071528034225
B0H1D7N2PI,柠檬森林(十全街店),餐饮服务;冷饮店;冷饮店,"120.627811,31.298613",十全街802号(三元坊地铁站3号东北口步行430米),17712686675,南门,120.627811,31.298613,120.62363051456038,31.300786300843324
B0LAK7LVK8,百味天·东北铁锅炖(凤凰街店),餐饮服务;中餐厅;中餐厅,"120.632240,31.301609",凤凰街95号-2号,18202490345,凤凰街,120.63224,31.301609,120.62805449894051,31.303776219870524
B0LG1H10JZ,壹爿小馆,餐饮服务;中餐厅;中餐厅,"120.631632,31.302190",十梓街312号(望星桥苏大地铁站4号口步行280米),18550588000,双塔,120.631632,31.30219,120.6274471525774,31.30435770717526
B0JUYAJH2I,喜茶(苏州十全街店),餐饮服务;冷饮店;冷饮店,"120.631212,31.298619",十全街655号,0512-65309630,凤凰街,120.631212,31.298619,120.62702791942708,31.300788582393388
B0J0YAR93M,贰什贰(南林苑店),餐饮服务;餐饮相关场所;餐饮相关,"120.627435,31.299354",平桥直街22号(三元坊地铁站1号西南口步行490米),[],南门,120.627435,31.299354,120.62325482271797,31.301527398242897
B0KROCT6G9,涂涂茶馆(十全街店),餐饮服务;茶艺馆;茶艺馆,"120.629379,31.298553",十全街711号(苏泉苑隔壁),15358481583,南门,120.629379,31.298553,120.62519692005614,31.300724658868447
B0LD3RLO90,青水咖啡,餐饮服务;咖啡厅;咖啡厅,"120.627444,31.297832",双塔街道乌鹊桥路143号,18506105264,南门,120.627444,31.297832,120.623263937931,31.300005984408124
B0KAAK3CW3,乔杉杉生烫牛肉米线(苏州凤凰街首店),餐饮服务;中餐厅;中餐厅,"120.632262,31.301205",凤凰街77号,18651125032,南门,120.632262,31.301205,120.62807650623505,31.30337235068122
B0HKX5QVE1,浪里王食府·醉虾·醉蟹(十全街店),餐饮服务;中餐厅;浙江菜,"120.627670,31.298441",十全街799号,0512-65201906;19962184558,南门,120.62767,31.298441,120.62348966744852,31.300614513812533
B0L3A5UF13,palecoffee,餐饮服务;咖啡厅;咖啡厅,"120.627625,31.301675",双塔街道十梓街480号十梓街480号小区,[],南门,120.627625,31.301675,120.62344444817295,31.30384730018072
B0FFM95FKY,一品香(卤菜凤凰街店),餐饮服务;餐饮相关场所;餐饮相关,"120.632196,31.301903",十梓街327号凤凰大厦F1层,13306134588;18915587602,凤凰街,120.632196,31.301903,120.62801052618717,31.30407015782312
B0JUCC61GB,柳家有梦梅鲍鱼馄饨王(南林苑店),餐饮服务;中餐厅;中餐厅,"120.627477,31.299031",沧浪街道平桥直街8号,13951697276,南门,120.627477,31.299031,120.6232968081538,31.30120448140283
B0KAL78BJ8,麦卷凉皮造物局(十全街店),餐饮服务;中餐厅;中餐厅,"120.627707,31.298633",十全街802号(三元坊地铁站3号东北口步行450米),15501543963,南门,120.627707,31.298633,120.62352661544631,31.300806400534295
B0K63CTGPZ,麦伴伴爆炒浇头面(凤凰街店),餐饮服务;中餐厅;中餐厅,"120.632273,31.301666",善家巷小区西1门旁,13771862958,凤凰街,120.632273,31.301666,120.62808745583992,31.303833158750944
B0L1XOS6NQ,姑苏名小吃,餐饮服务;中餐厅;中餐厅,"120.630715,31.298877",十全街与凤凰街交叉口西180米,[],南门,120.630715,31.298877,120.62653145256309,31.301047048399877
B0K0CCCBJO,库迪咖啡(姑苏双塔十梓街店),餐饮服务;咖啡厅;咖啡厅,"120.631999,31.302303",十梓街310号沿街底商,15862476609,南门,120.631999,31.302303,120.62781372194613,31.304470234740645
B0FFLB2ACU,裕兴记(十梓街店),餐饮服务;中餐厅;江苏菜,"120.631910,31.302260",十梓街312-314号,18913126999,双塔,120.63191,31.30226,120.6277248281273,31.304427355742543
B0I1BL1NZR,弄堂炸鸡,餐饮服务;餐饮相关场所;餐饮相关,"120.628264,31.301441",十梓街与平桥直街交叉口东120米,13816208768,南门,120.628264,31.301441,120.62408283245415,31.30361272633859
B0K2SD9WO7,磨洋工·Whiskey&Cocktail Bar,餐饮服务;餐饮相关场所;餐饮相关,"120.627827,31.298808",滚绣坊77号,17751426037;18136774675,南门,120.627827,31.298808,120.62364648286592,31.300981208015052
B0H1JUO3KO,去野ISLIBERTY(槐树巷店),餐饮服务;甜品店;甜品店,"120.629719,31.302142",公园路10号-2,18550976228,双塔,120.629719,31.302142,120.62553626767077,31.30431188968732
B0KKJYXV44,MONKEYKING(十全街店),餐饮服务;外国餐厅;泰国/越南菜品餐厅,"120.627815,31.298614",十全街与平桥直街交叉口东40米,[],南门,120.627815,31.298614,120.62363451052711,31.300787296309633
B0HKLUUI4Q,z咖啡(十梓街480号小区店),餐饮服务;咖啡厅;咖啡厅,"120.627740,31.301679",十梓街480号4-104室,13962156004,南门,120.62774,31.301679,120.62355933485055,31.30385118004527
B0FFHNJEBE,蔡贞坊七号·南园一品包(带城桥店),餐饮服务;餐饮相关场所;餐饮相关,"120.631392,31.298652",十全街655号苏州南园宾馆,[],凤凰街,120.631392,31.298652,120.62720771364829,31.30082136220317
B0JRNCIFWM,意面之家pasta casalinga,餐饮服务;餐饮相关场所;餐饮相关,"120.627413,31.299194",平桥直街18号(三元坊地铁站1号西南口步行480米),18662209795,南门,120.627413,31.299194,120.62323285713043,31.301367483204878
B0H0JZTORN,PIZZERIA(平桥直街店),餐饮服务;外国餐厅;外国餐厅,"120.627354,31.298851",平桥直街与滚绣坊交叉口西南20米,[],南门,120.627354,31.298851,120.62317394230634,31.301024677453864
B020005BUZ,天宝楼(十全街店),购物服务;专卖店;珠宝首饰工艺品|餐饮服务;餐饮相关场所;餐饮相关,"120.631553,31.298676",十全街633号,13706206021,凤凰街,120.631553,31.298676,120.62736852896883,31.300845166529655
B0L1MSGXMC,PizzaHia,餐饮服务;快餐厅;快餐厅,"120.627337,31.298802",平桥直街与滚绣坊交叉口西南20米,[],南门,120.627337,31.298802,120.62315696276292,31.300975713942368
