id,name,type,location,address,tel,business_area,gcj_x,gcj_y,wgs_x,wgs_y
B0GUD7TDYO,湘谊兄弟汽修厂,汽车服务;汽车养护/装饰;汽车养护,"112.992319,27.995917",天心大道与337乡道交叉口西北80米,15874291557;18229702896,[],112.992319,27.995917,112.98674188000624,27.999287472329847
B0L6YOR87W,云快充汽车充电站(科技学院新校区),汽车服务;充电站;充电站,"112.987740,28.005217",湖南科技职业学院新校区,4008288517,[],112.98774,28.005217,112.98217861265832,28.008602324377087
B0H237SIDI,中科机械挖掘机租赁,生活服务;生活服务场所;生活服务场所|汽车服务;汽车服务相关;汽车服务相关,"112.990547,28.017250",融城路25号,[],[],112.990547,28.01725,112.98497459011192,28.020628989097755
B0LUF93GZ6,长沙市捷安盘扣租赁有限公司,公司企业;公司;公司|汽车服务;汽车租赁;汽车租赁,"112.990475,28.017375",融城路与团结路交叉口西140米,[],[],112.990475,28.017375,112.98490283974729,28.020754219039937
B0K03P4Y45,小桔充电汽车充电站(长沙市天心区融城路充电站),汽车服务;充电站;充电站,"112.990740,28.017828",融城路25号新兴科技产业园南(临融城路)前坪空地场地,4000610999,[],112.99074,28.017828,112.98516684786023,28.02120651020427
B0LU6HJJR6,汽车充电站(中核汇天融城路站),汽车服务;充电站;充电站,"112.990450,28.017893",融城路11号,[],[],112.99045,28.017893,112.9848778886012,28.021272370449843
B0FFHFEP90,中力电动叉车,汽车服务;汽车服务相关;汽车服务相关,"112.991506,28.018369",融城路新兴科技产业园A2栋一楼101,15973150837,[],112.991506,28.018369,112.98593003672171,28.021745340513554
B0I1T7D5UF,宁莫汽车美容养护中心(途虎养车店),汽车服务;汽车养护/装饰;汽车养护,"112.991666,28.023087",团结路12-5号道路救援汽车搭电,13337216838,[],112.991666,28.023087,112.986089081495,28.026463575381797
B0LU7XYZSS,骆驼蓄电池(江南汽修站),汽车服务;汽车服务相关;汽车服务相关,"112.994804,27.992529",长沙图书馆天心区莲华分馆西侧260米,[],[],112.994804,27.992529,112.98921810043434,27.99589156555689
B0IG05A2XA,多多机械,汽车服务;汽车服务相关;汽车服务相关,"112.993855,27.996573",芙蓉南路,15818181065,[],112.993855,27.996573,112.98827224182436,27.999939028781306
B0LAVD7ITW,车苑二手车长沙交易中心,汽车服务;二手车交易;二手车交易,"112.997451,27.997564",337乡道与天心大道交叉口东北500米,[],[],112.997451,27.997564,112.99185499366791,28.000919455649555
B0FFG3Q9D1,中国石化莲河加油站,汽车服务;加油站;中国石化,"112.993474,27.995230",暮云街道莲华村天心大道4617号,0731-86914841,[],112.993474,27.99523,112.9878927368789,27.99859694627024
B0L6ZBNW3I,中国石化超级充电站(莲河充电站),汽车服务;充电站;充电站,"112.993480,27.995230",暮云镇莲华村1号,95105888,[],112.99348,27.99523,112.98789871503271,27.99859692848298
B0L0RG3UC8,新电途汽车充电站(晟威公司南塘一期充电站),汽车服务;充电站;充电站,"112.995559,28.013866",南塘路与东三线交叉口西侧(南塘小学西南侧),4001100835,[],112.995559,28.013866,112.98996863601926,28.01722964347752
B0L0RG3F7O,新电途汽车充电站(晟威公司南塘二期充电站),汽车服务;充电站;充电站,"112.995559,28.013866",南塘路与东三线交叉口西南侧(南塘小学),4001100835,[],112.995559,28.013866,112.98996863601926,28.01722964347752
B0JUSSNO4N,比比卡养车,汽车服务;洗车场;洗车场,"112.993037,28.017299",融城路与团结路交叉口东100米,[],[],112.993037,28.017299,112.98745556770459,28.020670659860283
B0KAO70WO7,车颜知己一元洗车(弘高车世界站),汽车服务;洗车场;洗车场,"112.993205,28.027689",神州维修有限责任公司旁,[],[],112.993205,28.027689,112.98762212771899,28.031061709643176
B0LROBVHDJ,长沙市天心区玲珑轮胎店(天心大道店),汽车服务;汽车配件销售;汽车配件销售,"113.000240,27.988339",天心大道与新正街交叉口西北100米,[],[],113.00024,27.988339,112.99463445032339,27.991684602943117
B0LR0ALMBX,全诺轮胎店,汽车服务;汽车配件销售;汽车配件销售,"113.000380,27.988241",天心大道与新正街交叉口西北80米,[],[],113.00038,27.988241,112.99477394101467,27.991586165317152
B02DB07HQQ,长沙风速车友俱乐部暮云分部,汽车服务;汽车俱乐部;汽车俱乐部,"112.999406,27.988397",暮云街道中意三路336号,[],[],112.999406,27.988397,112.99380352437899,27.991745123610315
B0JKHSB5KA,湖南能辉租赁服务有限公司(盘扣),汽车服务;汽车租赁;汽车租赁,"112.998916,27.998027",暮云镇莲华村盘古庙,[],[],112.998916,27.998027,112.99331456227718,28.001378130438052
B0K2N50SSP,星星充电汽车充电站(莲华村新能源充电桩项目),汽车服务;充电站;充电站,"112.999040,28.008043",莲华安置小区,15367975498,[],112.99904,28.008043,112.99343730468738,28.011395320939833
B0L1MUH79P,长沙挖信机械设备有限公司,汽车服务;汽车服务相关;汽车服务相关,"112.999949,28.006072",莲华村委会旁,[],[],112.999949,28.006072,112.99434310767134,28.00942128025577
B0K23Z0WIL,膜先生汽车贴膜,汽车服务;汽车养护/装饰;汽车养护,"112.998693,28.008404",暮云街道莲华安置区15栋一单元101号1层,[],[],112.998693,28.008404,112.99309155519457,28.01175741982811
B0M6UHQ65A,格林香山充电站场,汽车服务;充电站;充电站,"112.997744,28.007052",南六线与芙蓉南路辅路交叉口西380米,[],[],112.997744,28.007052,112.99214615820337,28.010408060299486
B0IKJ57C21,九陌行汽车服务中心,汽车服务;汽车服务相关;汽车服务相关,"112.998460,28.014569",凯富南方鑫城东门北80米,13507440115,[],112.99846,28.014569,112.99285892115259,28.01792406408231
B0FFI8V0MD,乐典汽车服务中心,汽车服务;汽车服务相关;汽车服务相关,"113.002274,28.014807",幸福庄园114-115号,13677374920,[],113.002274,28.014807,112.99665881141097,28.018150607949096
B0LK07911D,国家电网汽车充电站(国网长沙市天心区花之林大厦二期公共充电站),汽车服务;充电站;充电站,"113.000435,28.017881",芙蓉南路花之林总部,95598,[],113.000435,28.017881,112.99482636787747,28.021230622275656
B0M6VCK1LH,国家电网汽车充电站(长沙花之林总部交流充电站),汽车服务;充电站;充电站,"113.000077,28.018497",芙蓉南路1141号,96969,[],113.000077,28.018497,112.99446964127718,28.021847793793835
B0I065R6YI,国家电网汽车充电站(长沙花之林总部直流充电站),汽车服务;充电站;充电站,"113.000764,28.018396",芙蓉南路花之林总部地面停车场,96969,[],113.000764,28.018396,112.99515411062784,28.02174470804251
B0LDMU57BQ,长峡快道(湖南汽车充电站长峡快道微型汽车市场站),汽车服务;充电站;充电站,"113.001040,28.016365",南托街道芙蓉南路辅路湖南微型汽车市场,4000052919,[],113.00104,28.016365,112.99542925265581,28.01971256907244
B0HUASZ7I7,聚程汽车维修养护中心,汽车服务;汽车养护/装饰;汽车养护|汽车服务;洗车场;洗车场|汽车维修;汽车维修;汽车维修,"112.998666,28.017220",南托街道鑫社区南塘安置区一区9栋911号,18684718066,[],112.998666,28.01722,112.99306395007098,28.020574846821585
B0FFH32N3V,军云石油加油站,汽车服务;加油站;加油站,"113.000301,28.018952",伊莱克斯大道与芙蓉大道交叉口西北200米,0731-86301178,[],113.000301,28.018952,112.99469277734532,28.022302187352334
B0M6VCK1KW,特来电汽车充电站(长沙特来电军云加油站充电站),汽车服务;充电站;充电站,"113.000300,28.018951",南托街道芙蓉南路四段398号军云石油加油站,4001300001,[],113.0003,28.018951,112.99469178112021,28.022301190215384
B0K0UYR51D,爱车之家汽车服务中心,汽车服务;汽车服务相关;汽车服务相关,"112.998664,28.017224",星光艺术幼儿园北门东北300米,[],[],112.998664,28.017224,112.99306195712323,28.0205788534359
B0GD0A8ROQ,宋世轮胎批发,汽车服务;汽车配件销售;汽车配件销售,"112.998687,28.016183","南塘小区一区十六栋,1602",13487591430,[],112.998687,28.016183,112.99308495556147,28.019537626905354
B0J3MUKLGT,友派车体护理中心,汽车服务;汽车养护/装饰;汽车养护,"112.998461,28.015697",南鑫社区南塘安置区一区1606,[],[],112.998461,28.015697,112.99285982730959,28.019052232316653
B0KRAZ62YY,小桔充电汽车充电站(晟威公司幸福庄园充电站),汽车服务;充电站;充电站,"113.002111,28.015249",南托街道芙蓉南路辅路幸福庄园,4000610999,[],113.002111,28.015249,112.99649637942377,28.018593167362493
B0LAF5XNYL,便行租车,汽车服务;汽车租赁;汽车租赁,"113.002225,28.014875",[],[],[],113.002225,28.014875,112.99660998736421,28.01821876627824
B0M6JUEHG9,润诚达充电站(山水印象站点),汽车服务;充电站;充电站,"112.998535,28.024098",芙蓉南路辅路与创业路交叉口北140米,[],[],112.998535,28.024098,112.99293288300657,28.027454269837733
B0FFKFEUO0,依威能源汽车充电站(中悦领秀城二期),汽车服务;充电站;充电站,"112.999594,28.026672",南湖大道北50米中悦领秀城二期,4001800910,[],112.999594,28.026672,112.99398777088203,28.030025465432573
B0K0DL9U9Z,吾行养车·保洁清洗,汽车服务;汽车服务相关;汽车服务相关,"113.000346,28.026919",芙蓉南路四段中悦领秀豪庭8号栋102,[],[],113.000346,28.026919,112.99473697357375,28.030270236858495
B0L2364JZR,依威能源汽车充电站(中悦领秀城一期),汽车服务;充电站;充电站,"112.999070,28.027062",芙蓉南路四段1109号中悦领秀城一期,4001800910,[],112.99907,28.027062,112.99346567335957,28.030417099400204
B0FFH3OW7C,巅峰汽车养护中心(宽途汽车店),汽车服务;汽车养护/装饰;汽车养护,"112.998322,28.025157",暮云镇芙蓉南路山水印象,13751086715,[],112.998322,28.025157,112.99272058319156,28.028514066441588
B0IBS5PS10,电动汽车慢充电桩,汽车服务;充电站;充电站,"113.003702,27.986037",中意三路463号,18900723482,[],113.003702,27.986037,112.99808382590571,27.98937178006415
B0FFLATCEX,全诺轮胎(超车道轮胎店),汽车服务;汽车配件销售;汽车配件销售|汽车维修;汽车维修;汽车维修,"113.003726,27.985988",中意三路467号,13874940724,[],113.003726,27.985988,112.99810774092816,27.989322699596514
B0FFJ8PXNA,中国石油许兴加油站,汽车服务;加油站;中国石油,"113.007453,27.996292",芙蓉南路与暮石路口交汇处,0731-86393939,[],113.007453,27.996292,113.0018201076879,27.999617073410775
B0FFLBD0K8,智多星二手车行,汽车服务;二手车交易;二手车交易,"113.025377,28.005881",050县道与猫公咀路交叉口西80米,[],[],113.025377,28.005881,113.01967816578404,28.009154404489067
B0HR964DX5,连河车辆销售处,汽车销售;汽车销售;汽车销售,"112.999847,27.988010",天心大道与新正街交叉口西120米,[],[],112.999847,27.98801,112.99424292779459,27.99135673390747
B0KBKUDT9X,暮云新杰店,汽车销售;汽车销售;汽车销售,"113.002561,27.986502",中意三路暮云市场,[],[],113.002561,27.986502,112.99694701389491,27.989840303674576
B02DB0UL4X,湖南微型汽车市场,汽车销售;汽车销售;汽车销售,"113.000521,28.016578",芙蓉南路与伊莱克斯大道交汇处,[],[],113.000521,28.016578,112.9949121542993,28.019927166289435
B0FFHNO545,五菱汽车湖南宏菱旗舰店,汽车销售;汽车销售;汽车销售|汽车维修;汽车维修;汽车维修,"113.000823,28.016106",南托街道南塘安置小区芙蓉南路与伊莱克斯大道交汇处,0731-88235050;0731-88705050,[],113.000823,28.016106,112.99521307574005,28.01945418433259
B0J1GP3U82,涵毅汽车维修服务中心,汽车维修;汽车综合维修;汽车综合维修,"112.980748,28.022498",北塘路与暮南路交叉口南220米,[],[],112.980748,28.022498,112.9752097193913,28.02590579512575
B0FFFE482Z,超凡汽修,汽车维修;汽车维修;汽车维修,"112.980543,28.022876",暮云镇南托岭商贸城2栋18号,[],[],112.980543,28.022876,112.975005392315,28.026284419730086
B0K0UU6PF7,车来汇汽车维修保养,汽车维修;汽车维修;汽车维修,"112.982389,28.022574",彭家井62号,17347110528,[],112.982389,28.022574,112.97684505372662,28.025977227440375
B0JDUDEVI9,怡丰靓车维修服务中心(诚信路店),汽车维修;汽车维修;汽车维修,"112.982475,28.027328",诚信路与北环中路交叉口南40米,17708466102,[],112.982475,28.027328,112.97693037794143,28.030731689200184
B0K2HGIY9B,晓农修理店,汽车维修;汽车维修;汽车维修,"112.985443,28.007665",中意二路1142中意冰箱厂老门边,18229828767,[],112.985443,28.007665,112.9798895605929,28.01105731248228
B0JRS7M7NY,长沙路捷通油泵油咀服务站,汽车维修;汽车维修;汽车维修,"112.983751,28.011600",南托街道融城社区天心大道4011号,18273116555,[],112.983751,28.0116,112.97820318571803,28.01499773151696
B0G2U6Z9PZ,鸿辉汽修,汽车维修;汽车维修;汽车维修,"112.983664,28.011837",京深线,18908463502,[],112.983664,28.011837,112.97811647073503,28.015235013982437
B0G17SSXJS,给力汽车电路空调机修,汽车维修;货车维修;货车维修,"112.983684,28.010516",中国国际能源中粤晨丰加油站东侧60米,13317385456,[],112.983684,28.010516,112.97813650582049,28.01391375496191
B0I16UY4TD,广坤汽修,汽车维修;汽车维修;汽车维修,"112.982938,28.013618",鑫天山城明珠1栋,[],[],112.982938,28.013618,112.97739285898254,28.017018335092718
B0FFIUR0D3,兴荣汽修,汽车维修;汽车综合维修;汽车综合维修,"112.982822,28.013993",鑫天·山城明珠西南门旁,13873138820,[],112.982822,28.013993,112.9772772324228,28.017393718736383
B0G17SVXZY,长虹汽车维修服务中心,汽车维修;汽车综合维修;汽车综合维修,"112.991667,27.997091",天心大道与337乡道交叉口西北220米,[],[],112.991667,27.997091,112.98609214927444,28.000463580738597
B0GKRDBGJF,德泓名车维修救援,汽车维修;汽车维修;汽车维修,"112.988879,28.002583",中意三路15号,[],[],112.988879,28.002583,112.98331375263497,28.005964608008405
B0FFMEKELJ,长沙市天心区铭诚汽车维修服务中心,汽车维修;汽车维修;汽车维修|生活服务;生活服务场所;生活服务场所,"112.988370,28.025883",[],17388921324,[],112.98837,28.025883,112.98280471937495,28.029269630373015
B0FFIKFWCX,江南汽修暮云店,汽车维修;汽车综合维修;汽车综合维修,"112.994720,27.992603",天心大道与337乡道交叉口东南360米,18008410802,[],112.99472,27.992603,112.98913440148633,27.995965827389018
B0G17SU7MM,阿斌汽修汽配,汽车维修;汽车维修;汽车维修,"112.994919,27.991174",G107(汽车维修底盘机修发动机道路救援),[],[],112.994919,27.991174,112.98933278813082,27.99453600688833
B0GU7AFID4,嘉诚名车维修,汽车维修;汽车维修;汽车维修,"112.993022,27.994810",中意三路214号,18874724543,[],112.993022,27.99481,112.98744241494893,27.998178218571468
B0FFLC6Y3T,永路名车维修服务,汽车维修;汽车维修;汽车维修,"112.996973,28.014359",芙蓉南路凯富南方鑫城,[],[],112.996973,28.014359,112.99137740947953,28.017718492060894
B0FFKKZENV,雄哥汽车维修中心,汽车维修;汽车综合维修;汽车综合维修,"112.997125,28.017325",南托街道南塘安置区1区1栋104号,13548644899,[],112.997125,28.017325,112.99152861397691,28.02068448630393
B0H3ZCG82G,新车之酷汽修,汽车维修;汽车维修;汽车维修,"112.997077,28.017330",融城路与南塘路交叉口西60米,[],[],112.997077,28.01733,112.99148078999086,28.02068963082776
B0FFI5MERX,武哥修理厂,汽车维修;货车维修;货车维修|汽车维修;汽车综合维修;汽车综合维修,"113.001509,27.987536",中意三路397号,13755077581,[],113.001509,27.987536,112.99589882397814,27.99087764690057
B0JKL73ZCY,国宇汽车维修,汽车维修;汽车维修;汽车维修,"113.001681,27.987382",中意三路407号,13975158862,[],113.001681,27.987382,112.9960702000643,27.990723102963173
B0FFJ307G3,鸿达汽车维修护理中心,汽车维修;汽车维修;汽车维修,"112.999956,28.008703",芙蓉南路四段1172号,13397499393,[],112.999956,28.008703,112.99434987146071,28.01205266597032
B0GU37J9TH,新增汽修(莲花二店),汽车维修;汽车维修;汽车维修,"113.000987,28.008710",湖南省长沙市天心区暮云街道莲华安置小区1栋104号(警务室旁),15367805025;17375705268,[],113.000987,28.00871,112.99537706109375,28.012056559508206
B0FFIY01G7,宏鑫汽车维修中心,汽车维修;汽车综合维修;汽车综合维修,"112.999100,28.009625",暮云街道莲华安置小区9栋7单元,15874942336,[],112.9991,28.009625,112.99349695695221,28.012977384295898
B0HA3A3O94,鸿特汽车修复之家(南塘路店),汽车维修;汽车维修;汽车维修,"112.998691,28.016624",南塘一区1601号,[],[],112.998691,28.016624,112.99308890556364,28.019978681619083
B0FFGTHU96,冷作王汽修,汽车维修;汽车综合维修;汽车综合维修,"112.998687,28.016506",南托街道南托岭街道南塘安置小区1区1305,[],[],112.998687,28.016506,112.9930849297411,28.019860675790948
B0G17SWDET,长沙市天心区南托街道蓝博湾汽车维修中心,汽车维修;汽车综合维修;汽车综合维修,"112.998713,28.015892",南塘小区一期16栋1604号(畅娭毑往南100米处),13908493156,[],112.998713,28.015892,112.99311088298292,28.019246504690262
B0FFH05FMF,驰龙名车维修中心,汽车维修;汽车综合维修;汽车综合维修,"112.997822,28.016947",南塘安置区1101号楼,0731-86801865,[],112.997822,28.016947,112.9922230806032,28.02030433979808
B0L1KUV3AW,顺达汽车维修洗车保养,汽车维修;汽车维修;汽车维修,"112.998626,28.015537",南托街道融城路131号,[],[],112.998626,28.015537,112.99302423204095,28.018891712325438
B0K3UHMEW2,鑫亿汽车服务,汽车维修;汽车维修;汽车维修,"113.000346,28.026919",芙蓉南路四段中悦领秀豪庭8号栋102,18684830376,[],113.000346,28.026919,112.99473697357375,28.030270236858495
B0K0P5UXFZ,果伊森南托店,摩托车服务;摩托车服务相关;摩托车服务相关,"112.978789,28.024512",天心大道3690号,[],[],112.978789,28.024512,112.97325723790996,28.0279254904453
B0FFK7H7QF,永昌电动车摩托车修配,摩托车服务;摩托车维修;摩托车维修,"112.983124,28.012755",中意二路东50米,[],[],112.983124,28.012755,112.97757828041101,28.016154679379696
B0LDX6Z70Z,刘哥电动摩托修配店,摩托车服务;摩托车维修;摩托车维修,"112.983718,28.010532",国家税务总局长沙市天心区税务局暮云税务分局北侧100米,[],[],112.983718,28.010532,112.97817038581269,28.013929661207996
B0LUSUZG03,专业电动车维修,生活服务;维修站点;维修站点|摩托车服务;摩托车维修;摩托车维修,"112.997128,28.014984",星光艺术幼儿园北门旁,[],[],112.997128,28.014984,112.9915317899615,28.01834312284809
B0FFLI0FYN,存礼修理店,摩托车服务;摩托车维修;摩托车维修,"113.001980,27.987754",暮云社区新正街80号,15388981951,[],113.00198,27.987754,112.99636806408893,27.991094260061235
B0H33X1L6Z,电动车摩托车修配,摩托车服务;摩托车服务相关;摩托车服务相关,"113.001240,28.008553",芙蓉南路辅路与南六线交叉口北140米,13272028983,[],113.00124,28.008553,112.995629138068,28.011898772078485
B0LDH7H9CD,琪耀机车赛科龙凯越摩托车,摩托车服务;摩托车销售;摩托车销售,"113.000936,28.015734",芙蓉南路1151号,17353265373;19111326657,[],113.000936,28.015734,112.99532568771133,28.019081787185172
B0M6GCOXTN,农家便饭,餐饮服务;中餐厅;中餐厅,"112.971713,27.993613",沿江北路89号,[],[],112.971713,27.993613,112.96620700199182,27.997040511020337
B0JD3S8Q8G,芳乐时光营地,餐饮服务;中餐厅;中餐厅,"112.972630,27.995147",南托街道兴马洲,17670742057,[],112.97263,27.995147,112.96712093618275,27.998572390382346
B0JUMCCMSA,丰城小院,餐饮服务;中餐厅;综合酒楼,"112.975435,28.004828",南托街道沿江村丰城一组12号,18670002762,[],112.975435,28.004828,112.96991601613425,28.008247547579824
B0FFJETHLM,鹿回头鹅店,餐饮服务;餐饮相关场所;餐饮相关,"112.973072,28.012241",南托街道回龙铺鹿回头鹅店,13667364897,[],112.973072,28.012241,112.96756015640923,28.01566790616594
B0LUXOP69M,四美莲,餐饮服务;糕饼店;糕饼店,"112.976217,28.015352",融城路与天心大道交叉口西500米,[],[],112.976217,28.015352,112.97069459271134,28.018771077563574
B0KAXZ342Z,青云里,餐饮服务;茶艺馆;茶艺馆,"112.975801,28.021222",北塘路123号,[],[],112.975801,28.021222,112.97027950767844,28.024643073054794
B0L0T9C0TQ,卤一锅,餐饮服务;中餐厅;中餐厅,"112.977149,28.023429",天心大道辅路与暮南路交叉口西南200米,[],[],112.977149,28.023429,112.97162284496869,28.026846784937856
B0I2U4QL3Z,粉蒸记·养元汤,餐饮服务;中餐厅;中餐厅,"112.976571,28.022456",天心大道辅路与暮南路交叉口西南320米,[],[],112.976571,28.022456,112.97104685208417,28.025875196184433
B0LK1ACRJS,一品鲜粉面,餐饮服务;中餐厅;中餐厅,"112.976714,28.022664",天心大道辅路与暮南路交叉口西南300米,[],[],112.976714,28.022664,112.97118935889792,28.026082842905172
B0KAM55TFB,湘味食府,餐饮服务;中餐厅;中餐厅,"112.981748,28.015916",暮云镇湘味食府,19073137978;19397975879,[],112.981748,28.015916,112.97620679988002,28.019320022224953
B0K3H9Q4Y9,家合来土菜馆,餐饮服务;中餐厅;中餐厅,"112.980502,28.019018",[],13397322667,[],112.980502,28.019018,112.97496483894602,28.022425956442373
B0KUV6F445,邻舍屋里土鲫鱼,餐饮服务;中餐厅;中餐厅,"112.980453,28.022671",北塘路与暮南路交叉口南200米,[],[],112.980453,28.022671,112.97491571689055,28.02607963848163
B0FFLP04JX,李记米汤饭,餐饮服务;中餐厅;中餐厅,"112.980494,28.022611",天心大道辅路与市场路交叉口北180米,14789888112;18973223931,[],112.980494,28.022611,112.9749565812241,28.026019516021925
B0I04BHAEJ,金元源(天心大道辅路店),购物服务;购物相关场所;购物相关场所|餐饮服务;餐饮相关场所;餐饮相关,"112.979818,28.022977",中意三路南托街道北塘社区商贸二区1栋10号门面,13607358728;18684875628,[],112.979818,28.022977,112.97428286271087,28.026387437992394
B0L3AOY2TH,酒点聚,餐饮服务;快餐厅;快餐厅,"112.979907,28.022624",天心大道辅路与市场路交叉口北160米,[],[],112.979907,28.022624,112.9743715871131,28.026034140132097
B0H3VZ80W4,聚兴茶楼(天心大道辅路店),餐饮服务;茶艺馆;茶艺馆,"112.980156,28.021952",天心大道辅路与市场路交叉口北100米,[],[],112.980156,28.021952,112.97461979006752,28.02536135275155
