name,location,address,tel,type,typecode,business_area,cityname,adname,pname,shopinfo,photos,distance,biz_ext,longitude,latitude,rating,cost,photo_urls
方砖厂69号炸酱面(崇文门店),"116.413225,39.899797",北京城区东打磨长街7号宝鼎中心A座(新活馆)南门,13261620659,餐饮服务;中餐厅;中餐厅,050100,,北京市,东城区,北京市,0,"{'title': [], 'url': 'https://aos-comment.amap.com/B0J1HH6K40/comment/1CCE314A_F045_46F8_9F8D_DC337CF04B4B_L0_001_1618_200_1770464820097_68778662.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0J1HH6K40/comment/a9bd6a06e3f5f439477a54451fb91870_2048_2048_80.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0J1HH6K40/comment/634D4FBF_D59E_4723_85EE_9EE8483FB961_L0_001_1500_200_1769065948241_94050706.jpg'}",,"{""cost"": ""48.00"", ""opentime2"": ""周一至周日 10:00-21:30 2026-02-16至2026-02-16 10:00-16:00"", ""rating"": ""4.7"", ""open_time"": ""10:00-21:30 10:00-16:00"", ""meal_ordering"": ""0""}",116.413225,39.899797,4.7,48.00,"https://aos-comment.amap.com/B0J1HH6K40/comment/1CCE314A_F045_46F8_9F8D_DC337CF04B4B_L0_001_1618_200_1770464820097_68778662.jpg,https://aos-comment.amap.com/B0J1HH6K40/comment/a9bd6a06e3f5f439477a54451fb91870_2048_2048_80.jpg,https://aos-comment.amap.com/B0J1HH6K40/comment/634D4FBF_D59E_4723_85EE_9EE8483FB961_L0_001_1500_200_1769065948241_94050706.jpg"
大鸭梨烤鸭(王府井臻选店),"116.411003,39.910492",区王府井大街王府商厦四楼,010-65265505,餐饮服务;中餐厅;中餐厅,050100,东单,北京市,东城区,北京市,0,"{'title': [], 'url': 'https://aos-comment.amap.com/B0LUXUO1CE/comment/content_media_external_file_270_1770827867913_02379122.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0LUXUO1CE/comment/content_media_external_file_1000058809_ss__1763555458397_99857603.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0LUXUO1CE/comment/content_media_external_file_100001807_1771821957054_14442396.jpg'}",,"{""cost"": ""117.00"", ""opentime2"": ""11:00-21:30,2026-02-16至2026-02-2311:00-21:00"", ""rating"": ""4.7"", ""open_time"": ""11:00-21:30 11:00-21:00"", ""meal_ordering"": ""0""}",116.411003,39.910492,4.7,117.00,"https://aos-comment.amap.com/B0LUXUO1CE/comment/content_media_external_file_270_1770827867913_02379122.jpg,https://aos-comment.amap.com/B0LUXUO1CE/comment/content_media_external_file_1000058809_ss__1763555458397_99857603.jpg,https://aos-comment.amap.com/B0LUXUO1CE/comment/content_media_external_file_100001807_1771821957054_14442396.jpg"
湊湊火锅·茶憩(东方新天地店),"116.412058,39.909154",东环门街道王府井大街东方新天地地铁层FF02,010-85186998,餐饮服务;中餐厅;火锅店,050117,东单,北京市,东城区,北京市,1,"{'title': [], 'url': 'http://store.is.autonavi.com/query_pic?id=st58b2fccb-3c10-424f-81ce-78d95dd8a72c&user=search&operate=original'},{'title': [], 'url': 'http://store.is.autonavi.com/showpic/8e1ea7ace55dc1f9a7b30cda4286dde0'},{'title': [], 'url': 'http://store.is.autonavi.com/showpic/7f6d5f345da8e69dd5270ac81cb39775'}",,"{""cost"": ""116.00"", ""opentime2"": ""周一至周日 11:00-22:00"", ""rating"": ""4.6"", ""open_time"": ""11:00-22:00"", ""meal_ordering"": ""0""}",116.412058,39.909154,4.6,116.00,"http://store.is.autonavi.com/query_pic?id=st58b2fccb-3c10-424f-81ce-78d95dd8a72c&user=search&operate=original,http://store.is.autonavi.com/showpic/8e1ea7ace55dc1f9a7b30cda4286dde0,http://store.is.autonavi.com/showpic/7f6d5f345da8e69dd5270ac81cb39775"
52Piccolo餐厅(王府井喜悦店),"116.410660,39.909826",王府井喜悦购物中心(王府井地铁站E1口旁),13901318811;13910108897,餐饮服务;外国餐厅;意式菜品餐厅,050205,王府井,北京市,东城区,北京市,1,"{'title': [], 'url': 'https://aos-comment.amap.com/B0KKORGMS9/comment/content_media_external_file_1000009929_ss__1758722869504_90424352.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0KKORGMS9/comment/content_media_external_file_1000009927_ss__1758722869511_88787645.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0KKORGMS9/comment/5165F016_263F_4082_9678_B205BD734BF7_L0_001_1942_145_1761616764217_33651975.jpg'}",,"{""cost"": ""461.00"", ""opentime2"": ""10:00-22:00,2026-02-16至2026-02-2311:00-21:30"", ""rating"": ""4.6"", ""open_time"": ""10:00-22:00 11:00-21:30"", ""meal_ordering"": ""0""}",116.41066,39.909826,4.6,461.00,"https://aos-comment.amap.com/B0KKORGMS9/comment/content_media_external_file_1000009929_ss__1758722869504_90424352.jpg,https://aos-comment.amap.com/B0KKORGMS9/comment/content_media_external_file_1000009927_ss__1758722869511_88787645.jpg,https://aos-comment.amap.com/B0KKORGMS9/comment/5165F016_263F_4082_9678_B205BD734BF7_L0_001_1942_145_1761616764217_33651975.jpg"
辉佐参鸡汤(王府井喜悦店),"116.410975,39.909693",王府井喜悦购物中心B1层102内P001号,17627067791,餐饮服务;中餐厅;中餐厅,050100,东单,北京市,东城区,北京市,0,"{'title': [], 'url': 'https://aos-comment.amap.com/B0FFFW57VI/comment/content_media_external_file_100005213_1770421677376_29154121.jpg'},{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a3d42467f90bc131f59b0e6fc6961e8a'},{'title': [], 'url': 'http://store.is.autonavi.com/showpic/adbcd8a8b251ef109c5bf9b2694abecb'}",,"{""cost"": ""70.00"", ""opentime2"": ""周一至周日 10:00-22:00 2026-02-16至2026-02-17 10:00-18:00"", ""rating"": ""4.5"", ""open_time"": ""10:00-22:00 10:00-18:00"", ""meal_ordering"": ""0""}",116.410975,39.909693,4.5,70.00,"https://aos-comment.amap.com/B0FFFW57VI/comment/content_media_external_file_100005213_1770421677376_29154121.jpg,http://store.is.autonavi.com/showpic/a3d42467f90bc131f59b0e6fc6961e8a,http://store.is.autonavi.com/showpic/adbcd8a8b251ef109c5bf9b2694abecb"
泰妃殿(北京首店),"116.410564,39.909900",王府井大街301号王府井喜悦购物中心G-6F-P007商铺,17779211033,餐饮服务;外国餐厅;外国餐厅,050200,东单,北京市,东城区,北京市,1,"{'title': [], 'url': 'https://aos-comment.amap.com/B0JKJLIIWK/comment/cb952e9e228ae37d59d4f32727496691_2048_2048_80.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0JKJLIIWK/comment/3e274a80d2e5f83b1d2334df166bd1ff_2048_2048_80.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0JKJLIIWK/comment/content_media_external_images_media_100000847_1727156311726_42224073.jpg'}",,"{""cost"": ""114.00"", ""opentime2"": ""10:30-21:30,2026-02-16休息"", ""rating"": ""4.6"", ""open_time"": ""10:30-21:30"", ""meal_ordering"": ""0""}",116.410564,39.9099,4.6,114.00,"https://aos-comment.amap.com/B0JKJLIIWK/comment/cb952e9e228ae37d59d4f32727496691_2048_2048_80.jpg,https://aos-comment.amap.com/B0JKJLIIWK/comment/3e274a80d2e5f83b1d2334df166bd1ff_2048_2048_80.jpg,https://aos-comment.amap.com/B0JKJLIIWK/comment/content_media_external_images_media_100000847_1727156311726_42224073.jpg"
萨莉亚意式餐厅(新活馆店),"116.413761,39.899569",东打磨厂街7号新活馆三层(崇文门地铁站H西南口步行450米),010-67083255,餐饮服务;外国餐厅;意式菜品餐厅,050205,,北京市,东城区,北京市,1,"{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f1ded2d1f647eda2248ad6da9886d917'},{'title': [], 'url': 'https://aos-comment.amap.com/B0FFHYJTI2/comment/235C8305_5F07_452B_B248_F1A942A2C474_L0_001_1124_66_1771735991981_93724374.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0FFHYJTI2/comment/content_media_external_file_1000024600_ss__1768027705538_18287806.jpg'}",,"{""cost"": ""54.00"", ""opentime2"": ""周一至周日 10:00-21:00"", ""rating"": ""4.7"", ""open_time"": ""10:00-21:00"", ""meal_ordering"": ""0""}",116.413761,39.899569,4.7,54.00,"http://store.is.autonavi.com/showpic/f1ded2d1f647eda2248ad6da9886d917,https://aos-comment.amap.com/B0FFHYJTI2/comment/235C8305_5F07_452B_B248_F1A942A2C474_L0_001_1124_66_1771735991981_93724374.jpg,https://aos-comment.amap.com/B0FFHYJTI2/comment/content_media_external_file_1000024600_ss__1768027705538_18287806.jpg"
北京宴(崇文门新世界店),"116.412344,39.898155",祈年大街8号北京新世界酒店内,010-53877900,餐饮服务;中餐厅;中餐厅,050100,,北京市,东城区,北京市,0,"{'title': [], 'url': 'https://aos-comment.amap.com/B0I3J78VH5/comment/176936507969_1769365081021_57628484.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0I3J78VH5/comment/content_media_external_file_1000025792_ss__1747613810905_58098018.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0I3J78VH5/comment/content_media_external_file_1000025790_ss__1747613810818_91818285.jpg'}",,"{""cost"": ""283.00"", ""opentime2"": ""11:00-14:00；16:30-21:30,2026-02-16至2026-02-2310:00-14:00；16:30-21:30"", ""rating"": ""4.6"", ""open_time"": ""11:00-14:00 16:30-21:30 10:00-14:00 16:30-21:30"", ""meal_ordering"": ""0""}",116.412344,39.898155,4.6,283.00,"https://aos-comment.amap.com/B0I3J78VH5/comment/176936507969_1769365081021_57628484.jpg,https://aos-comment.amap.com/B0I3J78VH5/comment/content_media_external_file_1000025792_ss__1747613810905_58098018.jpg,https://aos-comment.amap.com/B0I3J78VH5/comment/content_media_external_file_1000025790_ss__1747613810818_91818285.jpg"
元气寿司(东方新天地店),"116.412168,39.909461",东长安街1号东方新天地bb01b(王府井地铁站A东北口旁),010-85182320,餐饮服务;外国餐厅;日本料理,050202,东单,北京市,东城区,北京市,0,"{'title': [], 'url': 'http://store.is.autonavi.com/query_pic?id=st72746c26-20a6-4731-b828-2f6b442419c8&user=search&operate=original'},{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f9a775dd821dc69cded2ab956fa761bb'},{'title': [], 'url': 'https://aos-comment.amap.com/B0FFF60DQ7/comment/content_media_external_images_media_1000017978_ss__1732845488924_05257785.jpg'}",,"{""cost"": ""99.00"", ""opentime2"": ""周一至周日 10:30-22:00"", ""rating"": ""4.5"", ""open_time"": ""10:30-22:00"", ""meal_ordering"": ""0""}",116.412168,39.909461,4.5,99.00,"http://store.is.autonavi.com/query_pic?id=st72746c26-20a6-4731-b828-2f6b442419c8&user=search&operate=original,http://store.is.autonavi.com/showpic/f9a775dd821dc69cded2ab956fa761bb,https://aos-comment.amap.com/B0FFF60DQ7/comment/content_media_external_images_media_1000017978_ss__1732845488924_05257785.jpg"
北平食府·臻品私宴(王府井店),"116.412555,39.910416",王府井大街218-1号北方佳苑二楼8号线王府井站E3口出,010-53602228;15300371292,餐饮服务;中餐厅;中餐厅,050100,东单,北京市,东城区,北京市,0,"{'title': [], 'url': 'http://store.is.autonavi.com/query_pic?id=stc6731bc2-0748-44e1-b91f-69ff3f7e6a67&user=search&operate=original'},{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0048880afdb2c1af11f11b2bef778651'},{'title': [], 'url': 'http://store.is.autonavi.com/showpic/66808fcc57529e084ca099d79217882d'}",,"{""cost"": ""173.00"", ""opentime2"": ""周一至周日 10:30-22:00"", ""rating"": ""4.7"", ""open_time"": ""10:30-22:00"", ""meal_ordering"": ""0""}",116.412555,39.910416,4.7,173.00,"http://store.is.autonavi.com/query_pic?id=stc6731bc2-0748-44e1-b91f-69ff3f7e6a67&user=search&operate=original,http://store.is.autonavi.com/showpic/0048880afdb2c1af11f11b2bef778651,http://store.is.autonavi.com/showpic/66808fcc57529e084ca099d79217882d"
喜家德鲍鱼水饺(东方广场店),"116.413506,39.909186",北京城区东长安街1号东方新天地LG层,15944675975,餐饮服务;中餐厅;特色/地方风味餐厅,050118,东单,北京市,东城区,北京市,0,"{'title': [], 'url': 'http://store.is.autonavi.com/query_pic?id=stb4f5ff64-44da-4b38-b306-f0536c5ed31a&user=search&operate=original'},{'title': [], 'url': 'https://aos-comment.amap.com/B0H6P9V3GG/comment/7932A9FF_EFAC_42CD_BD5F_653366C752BC_L0_001_2000_128_1772155556535_96342823.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0H6P9V3GG/comment/content_media_external_file_100009793_1769140767346_84604175.jpg'}",,"{""cost"": ""34.00"", ""opentime2"": ""周一至周日 09:00-21:00"", ""rating"": ""4.6"", ""open_time"": ""09:00-21:00"", ""meal_ordering"": ""0""}",116.413506,39.909186,4.6,34.00,"http://store.is.autonavi.com/query_pic?id=stb4f5ff64-44da-4b38-b306-f0536c5ed31a&user=search&operate=original,https://aos-comment.amap.com/B0H6P9V3GG/comment/7932A9FF_EFAC_42CD_BD5F_653366C752BC_L0_001_2000_128_1772155556535_96342823.jpg,https://aos-comment.amap.com/B0H6P9V3GG/comment/content_media_external_file_100009793_1769140767346_84604175.jpg"
南门涮肉(故宫王府井旗舰店),"116.407088,39.911704",南河沿大街华龙街6号楼2层201室,010-88893988;13161803319;17801675957,餐饮服务;中餐厅;火锅店,050117,东单,北京市,东城区,北京市,0,"{'title': [], 'url': 'https://aos-comment.amap.com/B0K6RAGIFK/comment/7BB7DF54_5983_42E6_90D1_A3D84B1F9113_L0_001_1170_1123_1735355632122_74612397.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0K6RAGIFK/comment/content_media_external_images_media_100003388_1740818364815_55159628.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0K6RAGIFK/comment/content_media_external_images_media_34979_1739783643702_53703134.jpg'}",,"{""cost"": ""68.00"", ""opentime2"": ""周一至周日 10:00-22:00"", ""rating"": ""4.7"", ""open_time"": ""10:00-22:00"", ""meal_ordering"": ""0""}",116.407088,39.911704,4.7,68.00,"https://aos-comment.amap.com/B0K6RAGIFK/comment/7BB7DF54_5983_42E6_90D1_A3D84B1F9113_L0_001_1170_1123_1735355632122_74612397.jpg,https://aos-comment.amap.com/B0K6RAGIFK/comment/content_media_external_images_media_100003388_1740818364815_55159628.jpg,https://aos-comment.amap.com/B0K6RAGIFK/comment/content_media_external_images_media_34979_1739783643702_53703134.jpg"
