name,location,address,tel,type,typecode,business_area,cityname,adname,pname,shopinfo,longitude,latitude
嘉和智租,"112.980642,28.024037",北塘路与暮南路交叉口南60米,,汽车服务;汽车租赁;汽车租赁,010900,,长沙市,天心区,湖南省,0,112.980642,28.024037
云快充汽车充电站(科技学院新校区),"112.987740,28.005217",湖南科技职业学院新校区,4008288517,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,112.98774,28.005217
朝阳轮胎,"112.984625,28.009725",天心大道与南四线交叉口西北360米,,汽车服务;汽车配件销售;汽车配件销售,010800,,长沙市,天心区,湖南省,0,112.984625,28.009725
小桔充电汽车充电站(闪联超级充电站天心大道),"112.984180,28.010555",南托街道天心大道,4000610999,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,112.98418,28.010555
石化服务中心暮云晨丰加油站,"112.983298,28.010884",暮云镇中国水利水电第八工程局中心医院西南,0731-86948668,汽车服务;加油站;加油站,010100,,长沙市,天心区,湖南省,0,112.983298,28.010884
小桔充电汽车充电站(长沙交投天心区回龙铺充电站),"112.983406,28.011293",南托街道天心大道中粤晨丰加油站北侧,4000610999,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,112.983406,28.011293
达克云汽车充电站(晟威公司水电八局南托基地充电站),"112.985916,28.012554",南托街道静园路中国水电八局,4006717555,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,112.985916,28.012554
中保惠拍湖南库,"112.987075,28.018775",库迪咖啡(湖南科技职院北院店)南侧280米,,汽车服务;汽车服务相关;汽车服务相关,010000,,长沙市,天心区,湖南省,0,112.987075,28.018775
为盛新能源车服(新合丰直营店),"112.987101,28.017203",新三盛,19911533506,汽车服务;汽车养护/装饰;汽车养护|汽车销售;汽车销售;汽车销售|汽车维修;汽车维修;汽车维修,010400|020000|030000,,长沙市,天心区,湖南省,0,112.987101,28.017203
车颜知己天心区电子商务产业园站,"112.983268,28.021423",创业路159号,0731-86906008,汽车服务;洗车场;洗车场,010500,,长沙市,天心区,湖南省,0,112.983268,28.021423
小桔充电汽车充电站(天心数谷一期智慧停车场项目),"112.985466,28.023787",南托街道南托路天心数谷一期(建设中),4000610999,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,112.985466,28.023787
华自充电汽车充电站(电子商务产业园站),"112.983510,28.021620",南二线电子商务产业园停车场,15073102200,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,112.98351,28.02162
仙人掌无水自助洗车(电子商务产业园店),"112.983510,28.021620",华自充电站休息室后面市场路125号,,汽车服务;洗车场;洗车场,010500,,长沙市,天心区,湖南省,0,112.98351,28.02162
湘谊兄弟汽修厂,"112.992319,27.995917",天心大道与337乡道交叉口西北80米,15874291557;18229702896,汽车服务;汽车养护/装饰;汽车养护,010400,,长沙市,天心区,湖南省,1,112.992319,27.995917
辉煌轮胎,"112.992125,27.996045",中石化对面,,汽车服务;汽车配件销售;汽车配件销售,010800,,长沙市,天心区,湖南省,0,112.992125,27.996045
名车港汽车服务中心,"112.991596,27.997191",暮云街道中意三路186号,,汽车服务;汽车服务相关;汽车服务相关,010000,,长沙市,天心区,湖南省,1,112.991596,27.997191
中力电动叉车,"112.991506,28.018369",融城路新兴科技产业园A2栋一楼101,15973150837,汽车服务;汽车服务相关;汽车服务相关,010000,,长沙市,天心区,湖南省,0,112.991506,28.018369
小桔充电汽车充电站(长沙市天心区融城路充电站),"112.990740,28.017828",融城路25号新兴科技产业园南(临融城路)前坪空地场地,4000610999,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,112.99074,28.017828
汽车充电站(中核汇天融城路站),"112.990450,28.017893",融城路11号,,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,112.99045,28.017893
中科机械挖掘机租赁,"112.990547,28.017250",融城路25号,,生活服务;生活服务场所;生活服务场所|汽车服务;汽车服务相关;汽车服务相关,070000|010000,,长沙市,天心区,湖南省,0,112.990547,28.01725
长沙市捷安盘扣租赁有限公司,"112.990475,28.017375",融城路与团结路交叉口西140米,,公司企业;公司;公司|汽车服务;汽车租赁;汽车租赁,170200|010900,,长沙市,天心区,湖南省,0,112.990475,28.017375
比比卡养车,"112.993037,28.017299",融城路与团结路交叉口东100米,,汽车服务;洗车场;洗车场,010500,,长沙市,天心区,湖南省,1,112.993037,28.017299
宁莫汽车美容养护中心(途虎养车店),"112.991666,28.023087",团结路12-5号道路救援汽车搭电,13337216838,汽车服务;汽车养护/装饰;汽车养护,010400,,长沙市,天心区,湖南省,1,112.991666,28.023087
骆驼蓄电池(江南汽修站),"112.994804,27.992529",长沙图书馆天心区莲华分馆西侧260米,,汽车服务;汽车服务相关;汽车服务相关,010000,,长沙市,天心区,湖南省,0,112.994804,27.992529
中国石化莲河加油站,"112.993474,27.995230",暮云街道莲华村天心大道4617号,0731-86914841,汽车服务;加油站;中国石化,010101,,长沙市,天心区,湖南省,1,112.993474,27.99523
中国石化超级充电站(莲河充电站),"112.993480,27.995230",暮云镇莲华村1号,95105888,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,112.99348,27.99523
车苑二手车长沙交易中心,"112.997451,27.997564",337乡道与天心大道交叉口东北500米,,汽车服务;二手车交易;二手车交易,011000,,长沙市,天心区,湖南省,0,112.997451,27.997564
多多机械,"112.993855,27.996573",芙蓉南路,15818181065,汽车服务;汽车服务相关;汽车服务相关,010000,,长沙市,天心区,湖南省,0,112.993855,27.996573
格林香山充电站场,"112.997744,28.007052",南六线与芙蓉南路辅路交叉口西380米,,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,112.997744,28.007052
新电途汽车充电站(晟威公司南塘一期充电站),"112.995559,28.013866",南塘路与东三线交叉口西侧(南塘小学西南侧),4001100835,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,1,112.995559,28.013866
新电途汽车充电站(晟威公司南塘二期充电站),"112.995559,28.013866",南塘路与东三线交叉口西南侧(南塘小学),4001100835,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,1,112.995559,28.013866
长沙市天心区玲珑轮胎店(天心大道店),"113.000240,27.988339",天心大道与新正街交叉口西北100米,,汽车服务;汽车配件销售;汽车配件销售,010800,,长沙市,天心区,湖南省,0,113.00024,27.988339
全诺轮胎店,"113.000380,27.988241",天心大道与新正街交叉口西北80米,,汽车服务;汽车配件销售;汽车配件销售,010800,,长沙市,天心区,湖南省,0,113.00038,27.988241
长沙风速车友俱乐部暮云分部,"112.999406,27.988397",暮云街道中意三路336号,,汽车服务;汽车俱乐部;汽车俱乐部,010600,,长沙市,天心区,湖南省,0,112.999406,27.988397
湖南能辉租赁服务有限公司(盘扣),"112.998916,27.998027",暮云镇莲华村盘古庙,,汽车服务;汽车租赁;汽车租赁,010900,,长沙市,天心区,湖南省,1,112.998916,27.998027
长沙挖信机械设备有限公司,"112.999949,28.006072",莲华村委会旁,,汽车服务;汽车服务相关;汽车服务相关,010000,,长沙市,天心区,湖南省,1,112.999949,28.006072
星星充电汽车充电站(莲华村新能源充电桩项目),"112.999040,28.008043",莲华安置小区,15367975498,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,112.99904,28.008043
膜先生汽车贴膜,"112.998693,28.008404",暮云街道莲华安置区15栋一单元101号1层,,汽车服务;汽车养护/装饰;汽车养护,010400,,长沙市,天心区,湖南省,1,112.998693,28.008404
乐典汽车服务中心,"113.002274,28.014807",幸福庄园114-115号,13677374920,汽车服务;汽车服务相关;汽车服务相关,010000,,长沙市,天心区,湖南省,0,113.002274,28.014807
小桔充电汽车充电站(晟威公司幸福庄园充电站),"113.002111,28.015249",南托街道芙蓉南路辅路幸福庄园,4000610999,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,113.002111,28.015249
便行租车,"113.002225,28.014875",,,汽车服务;汽车租赁;汽车租赁,010900,,长沙市,天心区,湖南省,0,113.002225,28.014875
九陌行汽车服务中心,"112.998460,28.014569",凯富南方鑫城东门北80米,13507440115,汽车服务;汽车服务相关;汽车服务相关,010000,,长沙市,天心区,湖南省,0,112.99846,28.014569
长峡快道(湖南汽车充电站长峡快道微型汽车市场站),"113.001040,28.016365",南托街道芙蓉南路辅路湖南微型汽车市场,4000052919,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,113.00104,28.016365
友派车体护理中心,"112.998461,28.015697",南鑫社区南塘安置区一区1606,,汽车服务;汽车养护/装饰;汽车养护,010400,,长沙市,天心区,湖南省,0,112.998461,28.015697
宋世轮胎批发,"112.998687,28.016183","南塘小区一区十六栋,1602",13487591430,汽车服务;汽车配件销售;汽车配件销售,010800,,长沙市,天心区,湖南省,1,112.998687,28.016183
军云石油加油站,"113.000301,28.018952",伊莱克斯大道与芙蓉大道交叉口西北200米,0731-86301178,汽车服务;加油站;加油站,010100,,长沙市,天心区,湖南省,0,113.000301,28.018952
特来电汽车充电站(长沙特来电军云加油站充电站),"113.000300,28.018951",南托街道芙蓉南路四段398号军云石油加油站,4001300001,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,113.0003,28.018951
国家电网汽车充电站(长沙花之林总部直流充电站),"113.000764,28.018396",芙蓉南路花之林总部地面停车场,96969,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,113.000764,28.018396
国家电网汽车充电站(长沙花之林总部交流充电站),"113.000077,28.018497",芙蓉南路1141号,96969,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,113.000077,28.018497
国家电网汽车充电站(国网长沙市天心区花之林大厦二期公共充电站),"113.000435,28.017881",芙蓉南路花之林总部,95598,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,113.000435,28.017881
聚程汽车维修养护中心,"112.998666,28.017220",南托街道鑫社区南塘安置区一区9栋911号,18684718066,汽车服务;汽车养护/装饰;汽车养护|汽车服务;洗车场;洗车场|汽车维修;汽车维修;汽车维修,010400|010500|030000,,长沙市,天心区,湖南省,0,112.998666,28.01722
爱车之家汽车服务中心,"112.998664,28.017224",星光艺术幼儿园北门东北300米,,汽车服务;汽车服务相关;汽车服务相关,010000,,长沙市,天心区,湖南省,0,112.998664,28.017224
润诚达充电站(山水印象站点),"112.998535,28.024098",芙蓉南路辅路与创业路交叉口北140米,,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,112.998535,28.024098
全诺轮胎(超车道轮胎店),"113.003726,27.985988",中意三路467号,13874940724,汽车服务;汽车配件销售;汽车配件销售|汽车维修;汽车维修;汽车维修,010800|030000,,长沙市,天心区,湖南省,1,113.003726,27.985988
电动汽车慢充电桩,"113.003702,27.986037",中意三路463号,18900723482,汽车服务;充电站;充电站,011100,,长沙市,天心区,湖南省,0,113.003702,27.986037
中国石油许兴加油站,"113.007453,27.996292",芙蓉南路与暮石路口交汇处,0731-86393939,汽车服务;加油站;中国石油,010102,,长沙市,天心区,湖南省,1,113.007453,27.996292
佳安轮胎(京港线店),"113.012410,27.977319",京港线,,汽车服务;汽车配件销售;汽车配件销售,010800,,长沙市,天心区,湖南省,0,113.01241,27.977319
永红轮胎店,"113.012381,27.977336",天心大道与336乡道交叉口西北320米,,汽车服务;汽车配件销售;汽车配件销售,010800,,长沙市,天心区,湖南省,0,113.012381,27.977336
房车君房车体验中心,"113.013266,27.979054",暮云新村禁山子组169号,13319603202;17373151111,汽车服务;汽车服务相关;汽车服务相关,010000,,长沙市,天心区,湖南省,0,113.013266,27.979054
智多星二手车行,"113.025377,28.005881",050县道与猫公咀路交叉口西80米,,汽车服务;二手车交易;二手车交易,011000,,长沙市,天心区,湖南省,0,113.025377,28.005881
小桔充电汽车充电站(长沙交投暮云中心管养站充电站),"113.037560,28.020370",跳马镇暮云中心管养站,4000610999,汽车服务;充电站;充电站,011100,,长沙市,雨花区,湖南省,0,113.03756,28.02037
